Year,player,age,team_id,pos,votes,pct_of_vote,first,second,third,fourth,fifth,goals,assists,points,plus_minus,wins_goalie,losses_goalie,ties_goalie,goals_against_avg,save_pct,ops,dps,gps,ps
1969,Bobby Orr,20,Boston Bruins,D,44,14.10,,,,,,21,43,64,55,,,,,,6.5,5.9,0.0,12.4
1969,Red Berenson,29,St. Louis Blues,C,38,12.18,,,,,,35,47,82,26,,,,,,7.3,2.0,0.0,9.3
1969,Gordie Howe,40,Detroit Red Wings,RW,12,3.85,,,,,,44,59,103,45,,,,,,10.1,2.4,0.0,12.5
1969,Bobby Hull,30,Chicago Black Hawks,LW,12,3.85,,,,,,58,49,107,12,,,,,,11.6,1.1,0.0,12.7
1969,Ed Giacomin,29,New York Rangers,G,9,2.88,,,,,,0,0,0,0,38,23,7,2.56,.911,0.0,0.0,13.9,13.9
1969,Glenn Hall,37,St. Louis Blues,G,7,2.24,,,,,,0,2,2,0,19,12,8,2.17,.928,0.0,0.0,9.4,9.4
1969,Norm Ullman,33,Toronto Maple Leafs,C,5,1.60,,,,,,35,42,77,20,,,,,,7.0,1.7,0.0,8.7
1969,Yvan Cournoyer,25,Montreal Canadiens,RW,5,1.60,,,,,,43,44,87,18,,,,,,8.6,1.3,0.0,10.0
1970,Bobby Orr,21,Boston Bruins,D,156,48.15,,,,,,33,87,120,54,,,,,,12.8,6.7,0.0,19.5
1970,Tony Esposito,26,Chicago Black Hawks,G,110,33.95,,,,,,0,2,2,0,38,17,8,2.17,.932,0.0,0.0,14.7,14.7
1970,Red Berenson,30,St. Louis Blues,C,12,3.70,,,,,,33,39,72,-3,,,,,,7.0,1.0,0.0,8.0
1970,Stan Mikita,29,Chicago Black Hawks,C,11,3.40,,,,,,39,47,86,27,,,,,,8.2,2.0,0.0,10.2
1970,Brad Park,21,New York Rangers,D,7,2.16,,,,,,11,26,37,24,,,,,,3.3,4.8,0.0,8.1
1970,Phil Esposito,27,Boston Bruins,C,5,1.54,,,,,,43,56,99,26,,,,,,9.9,1.5,0.0,11.4
1970,Gordie Howe,41,Detroit Red Wings,RW,5,1.54,,,,,,31,40,71,23,,,,,,6.5,1.6,0.0,8.1
1970,Phil Goyette,36,St. Louis Blues,C,3,0.93,,,,,,29,49,78,3,,,,,,7.0,1.3,0.0,8.3
1970,Ross Lonsberry,22,Los Angeles Kings,LW,3,0.93,,,,,,20,22,42,-19,,,,,,2.5,0.8,0.0,3.4
1970,Pit Martin,26,Chicago Black Hawks,C,2,0.62,,,,,,30,33,63,21,,,,,,5.4,1.7,0.0,7.1
1971,Bobby Orr,22,Boston Bruins,D,151,39.95,,,,,,37,102,139,124,,,,,,13.5,9.3,0.0,22.8
1971,Phil Esposito,28,Boston Bruins,C,127,33.60,,,,,,76,76,152,69,,,,,,16.2,2.3,0.0,18.5
1971,Bobby Hull,32,Chicago Black Hawks,LW,28,7.41,,,,,,44,52,96,35,,,,,,8.7,2.0,0.0,10.7
1971,Dave Keon,30,Toronto Maple Leafs,C,20,5.29,,,,,,38,38,76,25,,,,,,7.0,1.9,0.0,8.9
1971,Jacques Plante,42,Toronto Maple Leafs,G,16,4.23,,,,,,0,0,0,0,24,11,4,1.89,.944,0.0,0.0,10.6,10.6
1971,Bob Baun,34,TOT,D,7,1.85,,,,,,1,20,21,14,,,,,,0.6,4.9,0.0,5.5
1971,Orland Kurtenbach,34,Vancouver Canucks,C,5,1.32,,,,,,21,32,53,-3,,,,,,4.2,0.6,0.0,4.8
1971,Tony Esposito,27,Chicago Black Hawks,G,4,1.06,,,,,,0,1,1,0,35,14,7,2.27,.919,0.0,0.0,13.2,13.2
1971,Ed Giacomin,31,New York Rangers,G,4,1.06,,,,,,0,0,0,0,27,10,7,2.16,.922,0.0,0.0,11.0,11.0
1971,Bobby Clarke,21,Philadelphia Flyers,C,3,0.79,,,,,,27,36,63,9,,,,,,4.8,1.6,0.0,6.4
1971,Pete Mahovlich,24,Montreal Canadiens,C,3,0.79,,,,,,35,26,61,25,,,,,,5.3,1.7,0.0,7.1
1971,Gilles Villemure,30,New York Rangers,G,3,0.79,,,,,,0,0,0,0,22,8,4,2.30,.919,0.0,0.0,8.0,8.0
1971,Gilbert Perreault,20,Buffalo Sabres,C,2,0.53,,,,,,38,34,72,-38,,,,,,6.4,0.1,0.0,6.5
1971,Norm Ullman,35,Toronto Maple Leafs,C,1,0.26,,,,,,34,51,85,14,,,,,,7.6,1.5,0.0,9.1
1971,Ted Harris,34,Minnesota North Stars,D,1,0.26,,,,,,2,13,15,0,,,,,,-0.1,5.3,0.0,5.3
1971,Bill Goldsworthy,26,Minnesota North Stars,RW,1,0.26,,,,,,34,31,65,-13,,,,,,5.4,1.0,0.0,6.4
1971,Jean Beliveau,39,Montreal Canadiens,C,1,0.26,,,,,,25,51,76,24,,,,,,6.1,1.6,0.0,7.7
1971,Jean Ratelle,30,New York Rangers,C,1,0.26,,,,,,26,46,72,27,,,,,,5.3,2.0,0.0,7.3
1972,Bobby Orr,23,Boston Bruins,D,126,33.16,,,,,,37,80,117,83,,,,,,12.0,8.1,0.0,20.1
1972,Ken Dryden,24,Montreal Canadiens,G,89,23.42,,,,,,0,3,3,0,39,8,15,2.24,.930,0.0,0.0,15.0,15.0
1972,Phil Esposito,29,Boston Bruins,C,57,15.00,,,,,,66,67,133,54,,,,,,14.3,2.4,0.0,16.7
1972,Jean Ratelle,31,New York Rangers,C,55,14.47,,,,,,46,63,109,61,,,,,,11.1,2.5,0.0,13.6
1972,Vic Hadfield,31,New York Rangers,LW,18,4.74,,,,,,50,56,106,60,,,,,,10.5,2.6,0.0,13.1
1972,Tony Esposito,28,Chicago Black Hawks,G,12,3.16,,,,,,0,1,1,0,31,10,6,1.77,.934,0.0,0.0,13.0,13.0
1972,Bobby Hull,33,Chicago Black Hawks,LW,10,2.63,,,,,,50,43,93,53,,,,,,9.5,2.7,0.0,12.2
1972,Bobby Clarke,22,Philadelphia Flyers,C,5,1.32,,,,,,35,46,81,24,,,,,,7.3,2.2,0.0,9.4
1972,Brad Park,23,New York Rangers,D,4,1.05,,,,,,24,49,73,63,,,,,,7.0,6.8,0.0,13.8
1972,Rod Gilbert,30,New York Rangers,RW,2,0.53,,,,,,43,54,97,50,,,,,,9.3,2.2,0.0,11.5
1972,Gilbert Perreault,21,Buffalo Sabres,C,2,0.53,,,,,,26,48,74,-41,,,,,,6.0,0.1,0.0,6.1
1973,Bobby Clarke,23,Philadelphia Flyers,C,158,37.71,,,,,,37,67,104,32,,,,,,8.5,1.8,0.0,10.3
1973,Phil Esposito,30,Boston Bruins,C,96,22.91,,,,,,55,75,130,17,,,,,,11.8,1.2,0.0,13.1
1973,Bobby Orr,24,Boston Bruins,D,63,15.04,,,,,,29,72,101,55,,,,,,9.5,6.0,0.0,15.6
1973,Ken Dryden,25,Montreal Canadiens,G,53,12.65,,,,,,0,4,4,0,33,7,13,2.26,.926,0.0,0.0,13.2,13.2
1973,Gilbert Perreault,22,Buffalo Sabres,C,25,5.97,,,,,,28,60,88,11,,,,,,6.5,1.5,0.0,8.0
1973,Mickey Redmond,25,Detroit Red Wings,RW,8,1.91,,,,,,52,41,93,6,,,,,,8.9,1.3,0.0,10.2
1973,Stan Mikita,32,Chicago Black Hawks,C,5,1.19,,,,,,27,56,83,31,,,,,,6.6,1.5,0.0,8.1
1973,Dennis Hextall,29,Minnesota North Stars,C,5,1.19,,,,,,30,52,82,29,,,,,,5.8,1.8,0.0,7.6
1973,Tony Esposito,29,Chicago Black Hawks,G,3,0.72,,,,,,0,2,2,0,32,17,7,2.52,.917,0.0,0.0,12.6,12.6
1973,Yvan Cournoyer,29,Montreal Canadiens,RW,3,0.72,,,,,,40,39,79,50,,,,,,7.2,2.1,0.0,9.3
1974,Phil Esposito,31,Boston Bruins,C,149,34.49,,,,,,68,77,145,51,,,,,,15.0,2.0,0.0,17.0
1974,Bernie Parent,28,Philadelphia Flyers,G,114,26.39,,,,,,0,3,3,0,47,13,12,1.89,.932,0.0,0.0,19.9,19.9
1974,Bobby Orr,25,Boston Bruins,D,73,16.90,,,,,,32,90,122,84,,,,,,11.7,7.7,0.0,19.4
1974,Bobby Clarke,24,Philadelphia Flyers,C,54,12.50,,,,,,35,52,87,35,,,,,,7.1,2.0,0.0,9.1
1974,Tony Esposito,30,Chicago Black Hawks,G,16,3.70,,,,,,0,1,1,0,34,14,21,2.05,.929,0.0,0.0,18.2,18.2
1974,Stan Mikita,33,Chicago Black Hawks,C,9,2.08,,,,,,30,50,80,24,,,,,,6.1,1.8,0.0,7.9
1974,Syl Apps,26,Pittsburgh Penguins,C,4,0.93,,,,,,24,61,85,21,,,,,,6.2,1.8,0.0,8.0
1974,Brad Park,25,New York Rangers,D,3,0.69,,,,,,25,57,82,23,,,,,,7.5,5.0,0.0,12.4
1974,Yvan Cournoyer,30,Montreal Canadiens,RW,2,0.46,,,,,,40,33,73,16,,,,,,7.1,1.1,0.0,8.3
1974,Darryl Sittler,23,Toronto Maple Leafs,C,2,0.46,,,,,,38,46,84,12,,,,,,7.3,1.2,0.0,8.5
1975,Bobby Clarke,25,Philadelphia Flyers,C,127,27.14,,,,,,27,89,116,79,,,,,,8.2,3.1,0.0,11.2
1975,Rogie Vachon,29,Los Angeles Kings,G,113,24.15,,,,,,0,1,1,0,27,14,13,2.24,.927,0.0,0.0,14.0,14.0
1975,Bobby Orr,26,Boston Bruins,D,73,15.60,,,,,,46,89,135,80,,,,,,13.1,8.4,0.0,21.5
1975,Bernie Parent,29,Philadelphia Flyers,G,54,11.54,,,,,,0,0,0,0,44,14,9,2.04,.918,0.0,0.0,18.6,18.6
1975,Guy Lafleur,23,Montreal Canadiens,RW,43,9.19,,,,,,53,66,119,53,,,,,,10.9,2.0,0.0,12.9
1975,Gary Smith,30,Vancouver Canucks,G,20,4.27,,,,,,0,1,1,0,32,24,9,3.09,.895,0.0,0.0,12.0,12.0
1975,Denis Potvin,21,New York Islanders,D,16,3.42,,,,,,21,55,76,27,,,,,,6.1,6.2,0.0,12.3
1975,Marcel Dionne,23,Detroit Red Wings,C,12,2.56,,,,,,47,74,121,-15,,,,,,10.0,1.0,0.0,11.0
1975,Rick Dudley,26,Buffalo Sabres,LW,5,1.07,,,,,,31,39,70,29,,,,,,4.8,1.5,0.0,6.3
1975,Bob Nevin,36,Los Angeles Kings,RW,5,1.07,,,,,,31,41,72,36,,,,,,4.8,2.1,0.0,6.9
1976,Bobby Clarke,26,Philadelphia Flyers,C,246,52.23,,,,,,30,89,119,83,,,,,,8.9,2.8,0.0,11.7
1976,Denis Potvin,22,New York Islanders,D,75,15.92,,,,,,31,67,98,12,,,,,,8.7,5.6,0.0,14.3
1976,Guy Lafleur,24,Montreal Canadiens,RW,62,13.16,,,,,,56,69,125,67,,,,,,11.1,2.7,0.0,13.8
1976,Ken Dryden,28,Montreal Canadiens,G,29,6.16,,,,,,0,2,2,0,42,10,8,2.03,.927,0.0,0.0,16.5,16.5
1976,Brad Park,27,TOT,D,15,3.18,,,,,,18,41,59,19,,,,,,5.2,4.0,0.0,9.2
1976,Jean Ratelle,35,TOT,C,11,2.34,,,,,,36,69,105,20,,,,,,8.0,1.6,0.0,9.6
1976,Gilbert Perreault,25,Buffalo Sabres,C,10,2.12,,,,,,44,69,113,17,,,,,,9.4,1.3,0.0,10.7
1976,Pete Mahovlich,29,Montreal Canadiens,C,10,2.12,,,,,,34,71,105,72,,,,,,7.7,2.9,0.0,10.6
1976,Darryl Sittler,25,Toronto Maple Leafs,C,8,1.70,,,,,,41,59,100,12,,,,,,7.9,1.1,0.0,9.0
1976,Dave Burrows,27,Pittsburgh Penguins,D,5,1.06,,,,,,7,22,29,26,,,,,,1.3,4.3,0.0,5.6
1977,Guy Lafleur,25,Montreal Canadiens,RW,177,38.56,,,,,,56,80,136,89,,,,,,12.7,3.0,0.0,15.7
1977,Bobby Clarke,27,Philadelphia Flyers,C,83,18.08,,,,,,27,63,90,40,,,,,,6.4,1.7,0.0,8.1
1977,Rogie Vachon,31,Los Angeles Kings,G,45,9.80,,,,,,0,1,1,0,33,23,12,2.73,.903,0.0,0.0,14.3,14.3
1977,Borje Salming,25,Toronto Maple Leafs,D,40,8.71,,,,,,12,66,78,45,,,,,,5.9,6.0,0.0,11.8
1977,Marcel Dionne,25,Los Angeles Kings,C,28,6.10,,,,,,53,69,122,11,,,,,,11.3,1.5,0.0,12.8
1977,Larry Robinson,25,Montreal Canadiens,D,28,6.10,,,,,,19,66,85,120,,,,,,7.1,9.9,0.0,16.9
1977,Gilbert Perreault,26,Buffalo Sabres,C,26,5.66,,,,,,39,56,95,9,,,,,,7.9,1.3,0.0,9.2
1977,Jean Ratelle,36,Boston Bruins,C,16,3.49,,,,,,33,61,94,18,,,,,,7.2,1.3,0.0,8.6
1977,Darryl Sittler,26,Toronto Maple Leafs,C,8,1.74,,,,,,38,52,90,7,,,,,,7.6,1.1,0.0,8.6
1977,Denis Potvin,23,New York Islanders,D,8,1.74,,,,,,25,55,80,42,,,,,,7.0,6.7,0.0,13.7
1978,Guy Lafleur,26,Montreal Canadiens,RW,145,30.66,,,,,,60,72,132,73,,,,,,13.1,2.7,0.0,15.8
1978,Bryan Trottier,21,New York Islanders,C,99,20.93,,,,,,46,77,123,52,,,,,,10.7,2.2,0.0,12.9
1978,Darryl Sittler,27,Toronto Maple Leafs,C,67,14.16,,,,,,45,72,117,34,,,,,,10.1,2.1,0.0,12.2
1978,Don Edwards,22,Buffalo Sabres,G,34,7.19,,,,,,0,3,3,0,38,16,17,2.64,.906,0.0,0.0,15.3,15.3
1978,Brad Park,29,Boston Bruins,D,31,6.55,,,,,,22,57,79,69,,,,,,6.6,7.1,0.0,13.7
1978,Bobby Clarke,28,Philadelphia Flyers,C,27,5.71,,,,,,21,68,89,47,,,,,,6.3,2.0,0.0,8.3
1978,Denis Potvin,24,New York Islanders,D,24,5.07,,,,,,30,64,94,57,,,,,,8.4,7.0,0.0,15.4
1978,Terry O'Reilly,26,Boston Bruins,RW,19,4.02,,,,,,29,61,90,42,,,,,,6.6,1.8,0.0,8.4
1978,Tony Esposito,34,Chicago Black Hawks,G,12,2.54,,,,,,0,4,4,0,28,22,14,2.63,.914,0.0,0.0,14.0,14.0
1978,Clark Gillies,23,New York Islanders,LW,5,1.06,,,,,,35,50,85,49,,,,,,6.5,2.2,0.0,8.7
1978,Ken Dryden,30,Montreal Canadiens,G,5,1.06,,,,,,0,2,2,0,37,7,7,2.05,.922,0.0,0.0,13.7,13.7
1978,Larry Robinson,26,Montreal Canadiens,D,5,1.06,,,,,,13,52,65,71,,,,,,4.9,7.6,0.0,12.5
1979,Bryan Trottier,22,New York Islanders,C,201,43.79,,,,,,47,87,134,76,,,,,,10.8,2.8,0.0,13.6
1979,Guy Lafleur,27,Montreal Canadiens,RW,84,18.30,,,,,,52,77,129,55,,,,,,11.0,2.4,0.0,13.4
1979,Marcel Dionne,27,Los Angeles Kings,C,47,10.24,,,,,,59,71,130,22,,,,,,11.4,1.8,0.0,13.3
1979,Denis Potvin,25,New York Islanders,D,46,10.02,,,,,,31,70,101,71,,,,,,8.6,7.3,0.0,15.9
1979,Mike Palmateer,25,Toronto Maple Leafs,G,18,3.92,,,,,,0,5,5,0,26,21,10,2.96,.909,0.0,0.0,11.6,11.6
1979,Serge Savard,33,Montreal Canadiens,D,13,2.83,,,,,,7,26,33,47,,,,,,1.4,6.9,0.0,8.3
1979,Denis Herron,26,Pittsburgh Penguins,G,7,1.53,,,,,,0,2,2,0,22,19,12,3.37,.892,0.0,0.0,9.1,9.1
1979,Borje Salming,27,Toronto Maple Leafs,D,7,1.53,,,,,,17,56,73,31,,,,,,5.5,6.2,0.0,11.6
1979,Mike Bossy,22,New York Islanders,RW,7,1.53,,,,,,69,57,126,63,,,,,,11.7,2.4,0.0,14.1
1979,Don Edwards,23,Buffalo Sabres,G,6,1.31,,,,,,0,2,2,0,26,18,9,3.02,.899,0.0,0.0,10.5,10.5
1979,Tony Esposito,35,Chicago Black Hawks,G,5,1.09,,,,,,0,1,1,0,24,28,11,3.28,.902,0.0,0.0,11.2,11.2
1979,Larry Robinson,27,Montreal Canadiens,D,4,0.87,,,,,,16,45,61,49,,,,,,4.6,6.4,0.0,11.0
1979,Darryl Sittler,28,Toronto Maple Leafs,C,3,0.65,,,,,,36,51,87,9,,,,,,6.9,1.2,0.0,8.1
1979,Bob Gainey,25,Montreal Canadiens,LW,3,0.65,,,,,,20,18,38,12,,,,,,1.3,1.1,0.0,2.4
1979,Phil Esposito,36,New York Rangers,C,2,0.44,,,,,,42,36,78,-1,,,,,,6.0,0.8,0.0,6.7
1979,Ron Stackhouse,29,Pittsburgh Penguins,D,1,0.22,,,,,,10,33,43,21,,,,,,2.7,5.3,0.0,7.9
1979,Ken Dryden,31,Montreal Canadiens,G,1,0.22,,,,,,0,3,3,0,30,10,7,2.30,.909,0.0,0.0,12.1,12.1
1979,Bobby Clarke,29,Philadelphia Flyers,C,1,0.22,,,,,,16,57,73,12,,,,,,3.7,1.3,0.0,5.1
1979,Dan Bouchard,28,Atlanta Flames,G,1,0.22,,,,,,0,3,3,0,32,21,7,3.33,.889,0.0,0.0,10.5,10.5
1979,Wilf Paiement,23,Colorado Rockies,RW,1,0.22,,,,,,24,36,60,-30,,,,,,4.0,0.5,0.0,4.5
1979,Brad Park,30,Boston Bruins,D,1,0.22,,,,,,7,32,39,28,,,,,,2.7,3.3,0.0,6.1
1980,Wayne Gretzky,19,Edmonton Oilers,C,211,38.43,,,,,,51,86,137,14,,,,,,11.3,1.3,0.0,12.6
1980,Marcel Dionne,28,Los Angeles Kings,C,166,30.24,,,,,,53,84,137,34,,,,,,11.6,2.0,0.0,13.5
1980,Tony Esposito,36,Chicago Black Hawks,G,64,11.66,,,,,,0,1,1,0,31,22,16,2.98,.903,0.0,0.0,14.0,14.0
1980,Guy Lafleur,28,Montreal Canadiens,RW,44,8.01,,,,,,50,75,125,40,,,,,,10.8,2.0,0.0,12.8
1980,Danny Gare,25,Buffalo Sabres,RW,20,3.64,,,,,,56,33,89,48,,,,,,8.3,2.1,0.0,10.4
1980,Mike Liut,24,St. Louis Blues,G,14,2.55,,,,,,0,0,0,0,32,23,9,3.18,.895,0.0,0.0,11.4,11.4
1980,Larry Robinson,28,Montreal Canadiens,D,9,1.64,,,,,,14,61,75,38,,,,,,5.5,5.9,0.0,11.4
1980,Darryl Sittler,29,Toronto Maple Leafs,C,8,1.46,,,,,,40,57,97,3,,,,,,7.7,1.0,0.0,8.7
1980,Denis Potvin,26,New York Islanders,D,7,1.28,,,,,,8,33,41,13,,,,,,3.2,2.4,0.0,5.6
1980,Bobby Clarke,30,Philadelphia Flyers,C,6,1.09,,,,,,12,57,69,42,,,,,,3.3,1.6,0.0,4.9
1981,Wayne Gretzky,20,Edmonton Oilers,C,242,42.68,,,,,,55,109,164,41,,,,,,12.3,2.0,0.0,14.3
1981,Mike Liut,25,St. Louis Blues,G,237,41.80,,,,,,0,0,0,0,33,14,13,3.35,.894,0.0,0.0,11.6,11.6
1981,Marcel Dionne,29,Los Angeles Kings,C,24,4.23,,,,,,58,77,135,54,,,,,,10.5,2.3,0.0,12.8
1981,Mike Bossy,24,New York Islanders,RW,20,3.53,,,,,,68,51,119,38,,,,,,10.2,1.8,0.0,12.0
1981,Bryan Trottier,24,New York Islanders,C,9,1.59,,,,,,31,72,103,50,,,,,,6.6,2.1,0.0,8.7
1981,Larry Robinson,29,Montreal Canadiens,D,7,1.23,,,,,,12,38,50,47,,,,,,3.2,6.1,0.0,9.3
1981,Dan Bouchard,30,TOT,G,6,1.06,,,,,,0,4,4,0,23,10,8,3.44,.892,0.0,0.0,7.9,7.9
1981,Kent Nilsson,24,Calgary Flames,C,5,0.88,,,,,,49,82,131,14,,,,,,9.5,1.4,0.0,10.9
1981,Denis Potvin,27,New York Islanders,D,4,0.71,,,,,,20,56,76,39,,,,,,5.4,5.6,0.0,11.0
1981,Danny Gare,26,Buffalo Sabres,RW,3,0.53,,,,,,46,39,85,12,,,,,,6.3,1.3,0.0,7.7
1981,Randy Carlyle,24,Pittsburgh Penguins,D,2,0.35,,,,,,16,67,83,-16,,,,,,5.4,3.0,0.0,8.5
1981,Peter Stastny,24,Quebec Nordiques,C,2,0.35,,,,,,39,70,109,10,,,,,,7.3,1.3,0.0,8.6
1981,Mario Lessard,26,Los Angeles Kings,G,2,0.35,,,,,,0,1,1,0,35,18,11,3.26,.893,0.0,0.0,12.6,12.6
1981,Don Edwards,25,Buffalo Sabres,G,1,0.18,,,,,,0,2,2,0,23,10,12,2.96,.898,0.0,0.0,10.1,10.1
1981,Tiger Williams,26,Vancouver Canucks,LW,1,0.18,,,,,,35,27,62,4,,,,,,3.8,1.2,0.0,5.0
1981,Guy Lafleur,29,Montreal Canadiens,RW,1,0.18,,,,,,27,43,70,24,,,,,,5.0,1.3,0.0,6.3
1981,Ray Bourque,20,Boston Bruins,D,1,0.18,,,,,,27,29,56,29,,,,,,4.5,5.1,0.0,9.6
1982,Wayne Gretzky,21,Edmonton Oilers,C,315,100.00,63,0,0,,,92,120,212,80,,,,,,17.2,2.5,0.0,19.7
1982,Bryan Trottier,25,New York Islanders,C,130,41.27,0,41,7,,,50,79,129,70,,,,,,8.7,2.4,0.0,11.2
1982,Mike Bossy,25,New York Islanders,RW,34,10.79,0,10,4,,,64,83,147,69,,,,,,10.9,2.4,0.0,13.3
1982,Peter Stastny,25,Quebec Nordiques,C,15,4.76,0,2,9,,,46,93,139,-10,,,,,,9.1,0.7,0.0,9.8
1982,Dale Hawerchuk,18,Winnipeg Jets,C,13,4.13,0,2,7,,,45,58,103,-7,,,,,,6.8,1.0,0.0,7.9
1982,Dennis Maruk,26,Washington Capitals,C,10,3.17,0,0,10,,,60,76,136,-7,,,,,,9.9,1.1,0.0,11.0
1982,Barry Beck,24,New York Rangers,D,10,3.17,0,3,1,,,9,29,38,20,,,,,,2.0,4.2,0.0,6.2
1982,Rick Middleton,28,Boston Bruins,RW,7,2.22,0,1,4,,,51,43,94,15,,,,,,7.0,1.4,0.0,8.4
1982,Doug Wilson,24,Chicago Black Hawks,D,6,1.90,0,0,6,,,39,46,85,1,,,,,,6.9,3.4,0.0,10.3
1982,Bobby Smith,23,Minnesota North Stars,C,5,1.59,0,1,2,,,43,71,114,10,,,,,,7.3,1.4,0.0,8.7
1982,Denis Savard,20,Chicago Black Hawks,C,5,1.59,0,1,2,,,32,87,119,0,,,,,,7.0,1.0,0.0,7.9
1982,Gilles Meloche,31,Minnesota North Stars,G,3,0.95,0,1,0,,,0,1,1,0,26,15,9,3.48,.894,0.0,0.0,10.0,10.0
1982,Richard Brodeur,29,Vancouver Canucks,G,2,0.63,0,0,2,,,0,2,2,0,20,18,12,3.36,.893,0.0,0.0,10.3,10.3
1982,Bill Barber,29,Philadelphia Flyers,LW,1,0.32,0,0,1,,,45,44,89,2,,,,,,5.7,0.9,0.0,6.6
1982,Al Secord,23,Chicago Black Hawks,LW,1,0.32,0,0,1,,,44,31,75,-17,,,,,,4.8,0.5,0.0,5.3
1982,Ray Bourque,21,Boston Bruins,D,1,0.32,0,0,1,,,17,49,66,21,,,,,,4.5,4.8,0.0,9.2
1982,Paul Gardner,25,Pittsburgh Penguins,C,1,0.32,0,0,1,,,36,33,69,-5,,,,,,4.7,0.8,0.0,5.5
1982,Bob Gainey,28,Montreal Canadiens,LW,1,0.32,0,0,1,,,21,24,45,36,,,,,,1.2,1.8,0.0,3.0
1982,Dino Ciccarelli,21,Minnesota North Stars,RW,1,0.32,0,0,1,,,55,51,106,14,,,,,,7.7,1.5,0.0,9.2
1982,Brad Park,33,Boston Bruins,D,1,0.32,0,0,1,,,14,42,56,12,,,,,,3.4,4.9,0.0,8.2
1982,Terry O'Reilly,30,Boston Bruins,RW,1,0.32,0,0,1,,,22,30,52,24,,,,,,2.2,1.6,0.0,3.8
1982,Brian Sutter,25,St. Louis Blues,LW,1,0.32,0,0,1,,,39,36,75,-3,,,,,,4.7,0.9,0.0,5.6
1983,Wayne Gretzky,22,Edmonton Oilers,C,266,84.44,43,16,3,,,71,125,196,61,,,,,,16.1,1.9,0.0,18.0
1983,Pete Peeters,25,Boston Bruins,G,159,50.48,14,27,8,,,0,2,2,0,40,12,9,2.37,.903,0.0,0.0,16.5,16.5
1983,Denis Savard,21,Chicago Black Hawks,C,67,21.27,3,10,22,,,35,86,121,26,,,,,,8.0,1.6,0.0,9.6
1983,Rod Langway,25,Washington Capitals,D,30,9.52,1,6,7,,,3,29,32,-2,,,,,,0.9,4.3,0.0,5.2
1983,Mark Howe,27,Philadelphia Flyers,D,20,6.35,2,0,10,,,20,47,67,47,,,,,,4.5,6.3,0.0,10.8
1983,Bobby Clarke,33,Philadelphia Flyers,C,9,2.86,,,,,,23,62,85,37,,,,,,4.4,1.8,0.0,6.1
1983,Peter Stastny,26,Quebec Nordiques,C,5,1.59,,,,,,47,77,124,29,,,,,,9.1,1.3,0.0,10.4
1983,Lanny McDonald,29,Calgary Flames,RW,4,1.27,,,,,,66,32,98,-1,,,,,,8.8,1.0,0.0,9.8
1983,Glenn Resch,34,New Jersey Devils,G,2,0.63,0,0,2,,,0,3,3,0,15,35,12,3.98,.875,0.0,0.0,9.2,9.2
1983,Mike Bossy,26,New York Islanders,RW,1,0.32,0,0,1,,,60,58,118,27,,,,,,9.4,1.8,0.0,11.2
1983,John Tonelli,25,New York Islanders,LW,1,0.32,0,0,1,,,31,40,71,30,,,,,,4.2,1.8,0.0,6.0
1983,Mark Pavelich,24,New York Rangers,C,1,0.32,0,0,1,,,37,38,75,19,,,,,,4.8,1.5,0.0,6.2
1983,Brad Park,34,Boston Bruins,D,1,0.32,0,0,1,,,10,26,36,20,,,,,,1.8,5.2,0.0,6.9
1983,Brian Sutter,26,St. Louis Blues,LW,1,0.32,0,0,1,,,46,30,76,-3,,,,,,5.5,1.2,0.0,6.7
1984,Wayne Gretzky,23,Edmonton Oilers,C,306,98.71,60,2,0,,,87,118,205,78,,,,,,17.4,2.2,0.0,19.6
1984,Rod Langway,26,Washington Capitals,D,102,32.90,1,26,19,,,9,24,33,14,,,,,,1.2,6.3,0.0,7.6
1984,Bryan Trottier,27,New York Islanders,C,54,17.42,1,14,7,,,40,71,111,68,,,,,,8.0,2.3,0.0,10.3
1984,Rick Middleton,30,Boston Bruins,RW,31,10.00,0,8,7,,,47,58,105,26,,,,,,7.5,1.8,0.0,9.3
1984,Ray Bourque,23,Boston Bruins,D,17,5.48,0,4,5,,,31,65,96,51,,,,,,7.3,7.2,0.0,14.5
1984,Mike Bossy,27,New York Islanders,RW,13,4.19,0,3,4,,,51,67,118,65,,,,,,9.3,2.2,0.0,11.5
1984,Michel Goulet,23,Quebec Nordiques,LW,12,3.87,0,2,6,,,56,66,122,62,,,,,,9.3,2.3,0.0,11.6
1984,Reggie Lemelin,29,Calgary Flames,G,6,1.94,0,1,3,,,0,3,3,0,21,12,9,3.52,.893,0.0,0.0,9.6,9.6
1984,Tom Barrasso,18,Buffalo Sabres,G,4,1.29,0,1,1,,,0,2,2,0,26,12,3,2.85,.893,0.0,0.0,7.5,7.5
1984,Paul Coffey,22,Edmonton Oilers,D,3,0.97,0,1,0,,,40,86,126,52,,,,,,9.9,4.4,0.0,14.3
1984,Tim Kerr,24,Philadelphia Flyers,RW,2,0.65,0,0,2,,,54,39,93,29,,,,,,7.2,1.4,0.0,8.6
1984,Peter Stastny,27,Quebec Nordiques,C,2,0.65,0,0,2,,,46,73,119,22,,,,,,8.3,1.3,0.0,9.6
1984,Brad Park,35,Detroit Red Wings,D,1,0.32,0,0,1,,,5,53,58,-31,,,,,,2.8,2.6,0.0,5.4
